,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade
9322,2575000.0,4,4.25,5540,15408,2.0,3,11
9323,1362500.0,3,2.0,2310,21318,1.0,3,10
9324,551000.0,4,1.5,1470,5100,1.5,3,7
9325,960000.0,4,2.5,3430,43560,1.5,5,10
9326,720000.0,5,2.5,2900,9525,2.0,3,9
9327,218000.0,3,1.75,1850,7684,1.0,3,8
9328,334950.0,4,2.5,2190,7000,2.0,3,8
9329,605000.0,4,2.25,2510,31584,2.0,4,9
9330,825000.0,4,3.25,3200,4477,2.0,3,9
9331,268500.0,4,1.75,1670,8000,1.0,4,8
9332,230000.0,3,1.75,1010,9600,1.0,5,7
9333,1335000.0,4,4.0,5050,202554,2.0,3,10
9334,245500.0,2,1.5,1430,9782,1.0,3,7
9335,440000.0,3,2.25,1880,7989,1.0,3,7
9336,571500.0,4,2.75,2180,5799,2.0,4,8
9337,182500.0,3,2.25,1830,4744,2.0,3,7
9338,217000.0,2,1.0,970,5600,1.0,3,6
9339,335000.0,2,1.5,1170,5248,1.0,5,6
9340,501000.0,2,1.0,1010,4320,1.0,5,7
9341,339950.0,3,2.5,2140,7641,1.0,3,8
9342,340000.0,3,1.75,2230,10403,1.0,3,8
9343,582500.0,2,1.0,1140,23779,1.5,3,6
9344,298800.0,2,1.0,860,8189,1.0,3,6
9345,317500.0,6,1.75,2540,8400,1.0,3,8
9346,598000.0,4,2.5,2420,5118,1.5,5,7
9347,375000.0,2,2.25,1640,2240,2.0,3,8
9348,465000.0,4,2.25,2550,7650,2.0,4,9
9349,551870.0,3,2.5,2507,18400,2.0,3,8
9350,295000.0,3,2.5,1920,7229,2.0,3,8
9351,263500.0,4,1.75,2210,6375,1.0,3,8
9352,1095000.0,4,4.0,3530,8400,2.0,5,8
9353,300000.0,2,1.0,1100,4010,1.5,5,6
9354,780000.0,4,1.0,3390,4500,1.5,3,8
9355,325000.0,3,1.5,1590,7936,1.0,3,7
9356,370000.0,2,1.0,820,6550,1.0,3,7
9357,715000.0,4,2.5,2370,10000,1.0,5,8
9358,356000.0,4,2.0,1600,12500,1.0,5,7
9359,329950.0,4,1.75,1740,7208,1.5,3,8
9360,490000.0,3,2.25,1470,2500,2.0,3,8
9361,429000.0,3,3.25,1410,1246,3.0,3,8
9362,510000.0,4,2.5,1620,8125,2.0,4,7
9363,550000.0,3,2.5,2360,4080,2.0,3,7
9364,467500.0,3,1.0,1830,6453,1.0,4,7
9365,615000.0,5,2.0,2130,4180,1.5,5,7
9366,325000.0,2,1.0,990,15120,1.0,4,6
9367,219950.0,2,1.0,1010,4120,2.0,3,6
9368,950000.0,3,1.0,1720,9830,1.0,4,7
9369,925000.0,3,1.0,1630,3200,1.5,4,8
9370,251200.0,4,1.5,1310,8250,1.0,3,7
9371,215000.0,3,1.5,1610,5304,1.0,4,6
9372,245000.0,3,2.0,1850,8208,1.0,4,7
9373,259000.0,3,1.75,1270,4815,1.5,3,6
9374,349950.0,4,1.5,1420,6720,1.5,3,7
9375,1565000.0,5,4.5,5220,67319,2.0,3,11
9376,600000.0,2,1.0,1410,4500,1.0,3,7
9377,405000.0,2,1.5,1170,1274,3.0,3,8
9378,625000.0,3,2.5,1860,10027,2.0,3,8
9379,430000.0,4,1.0,1620,37075,1.5,3,7
9380,533000.0,3,3.0,1280,1085,3.0,3,8
9381,1050000.0,4,2.5,2750,9949,2.0,3,10
9382,230000.0,3,1.75,1420,3000,1.0,3,5
9383,275000.0,4,1.75,2000,8700,1.0,5,7
9384,403000.0,2,1.0,1100,3598,1.0,4,7
9385,550388.0,3,3.0,1720,70567,1.0,5,7
9386,415500.0,3,1.5,1240,12400,1.0,3,7
9387,913000.0,3,1.75,2170,4000,1.0,4,7
9388,334998.0,2,1.0,1800,5182,1.0,3,6
9389,201500.0,3,1.0,1160,8320,1.0,4,7
9390,820000.0,3,2.5,3030,46538,2.0,3,10
9391,371000.0,3,1.0,890,7200,1.0,3,7
9392,229950.0,4,2.5,2150,7670,1.0,5,7
9393,344900.0,4,2.5,2150,7670,1.0,5,7
9394,840000.0,3,2.5,2060,9715,2.0,3,8
9395,285000.0,3,1.5,1380,12196,1.0,4,7
9396,475000.0,4,2.25,1800,7200,1.0,3,7
9397,420000.0,2,1.0,1460,7832,1.0,3,6
9398,685000.0,3,2.0,2210,5000,1.5,3,7
9399,879000.0,4,3.0,3590,89640,2.0,3,10
9400,197200.0,3,1.0,1140,8775,1.0,3,6
9401,529950.0,3,1.0,1240,5000,1.5,5,7
9402,1090000.0,4,2.5,4340,141570,2.5,3,11
9403,792000.0,3,1.5,1570,1050,2.0,3,8
9404,262000.0,3,2.5,1680,10300,2.0,4,7
9405,353900.0,3,1.75,1560,5760,1.0,5,6
9406,380000.0,1,1.5,1200,44866,1.5,3,7
9407,305000.0,3,2.5,1690,5175,2.0,3,7
9408,440000.0,4,2.0,2310,5004,1.0,3,7
9409,1008000.0,4,3.5,2650,3060,2.0,3,9
9410,549900.0,5,3.0,3610,7555,2.0,3,8
9411,678500.0,4,3.0,2620,214750,2.0,3,8
9412,270000.0,3,2.25,1760,8287,1.0,3,7
9413,430000.0,3,1.0,940,12521,1.5,4,7
9414,1925000.0,5,4.25,4830,8050,2.5,4,11
9415,790500.0,4,2.75,3350,5416,2.0,3,9
9416,447450.0,3,2.25,1570,7200,2.0,3,8
9417,375000.0,3,2.0,2240,5200,1.0,3,7
9418,565000.0,4,2.0,1950,9940,1.0,4,7
9419,400000.0,2,1.0,1010,3916,1.0,4,6
9420,246000.0,3,1.5,1630,10200,1.0,4,8
9421,329922.0,3,1.75,1420,6289,1.0,3,7
9422,1249000.0,5,3.25,3950,44431,1.0,3,10
9423,375000.0,3,1.0,1210,7425,1.0,4,6
9424,385000.0,3,1.75,1890,9920,1.0,3,7
9425,591500.0,4,2.5,1690,4080,1.5,4,7
9426,255000.0,4,2.0,2560,12155,1.0,4,7
9427,275000.0,3,1.5,1350,7800,1.0,3,7
9428,800000.0,4,2.75,3120,5000,2.0,3,9
9429,327000.0,2,1.0,1140,7435,1.0,3,7
9430,355000.0,4,1.5,2230,11536,1.0,4,7
9431,310000.0,2,1.0,1050,8220,1.0,4,6
9432,869000.0,5,3.25,4180,49222,2.0,4,8
9433,272000.0,3,2.0,1200,5700,1.0,5,7
9434,665000.0,5,2.25,3320,60984,2.0,3,9
9435,225000.0,3,2.5,1590,8449,2.0,3,7
9436,375000.0,3,2.5,2750,37096,2.0,3,9
9437,375500.0,3,1.5,1530,7200,1.0,3,8
9438,550000.0,3,1.75,1570,6500,1.0,3,7
9439,248000.0,3,1.0,1470,7680,1.0,3,7
9440,546940.0,3,1.0,1470,7680,1.0,3,7
9441,680000.0,4,3.0,3150,6175,2.0,3,9
9442,350000.0,4,2.5,2380,6124,2.0,3,8
9443,593000.0,2,2.5,2000,2500,3.0,3,8
9444,390000.0,2,1.0,1140,8147,1.0,3,7
9445,297000.0,3,1.0,1340,18000,1.0,4,7
9446,355000.0,2,1.0,1450,9150,1.0,4,7
9447,309900.0,3,2.5,2020,26670,2.0,3,7
9448,257000.0,3,2.25,1810,12000,2.0,3,7
9449,1698000.0,4,3.0,3600,9687,2.0,4,9
9450,300000.0,3,2.0,1260,2550,2.0,3,7
9451,500000.0,3,2.0,1560,1156,3.0,3,8
9452,900000.0,8,4.0,4020,7500,1.0,3,8
9453,695000.0,4,3.0,3150,9130,2.0,3,9
9454,213400.0,4,2.5,1680,6655,2.0,3,7
9455,425000.0,2,1.0,1320,8830,1.0,3,7
9456,420000.0,3,3.0,2700,47050,2.0,4,9
9457,411000.0,1,1.0,1080,5000,1.5,3,7
9458,762500.0,4,2.25,3130,41382,2.0,3,9
9459,569950.0,5,4.5,4850,40902,2.0,3,10
9460,258000.0,4,1.0,1220,8500,1.5,5,6
9461,499000.0,3,2.25,1780,3665,2.0,3,8
9462,310000.0,3,1.0,1250,10723,1.0,4,7
9463,398500.0,2,2.5,1780,1311,3.0,3,8
9464,250600.0,4,2.5,1930,8660,1.0,3,7
9465,352000.0,4,2.5,2470,6116,1.0,3,7
9466,600000.0,2,1.0,1180,2160,1.0,3,7
9467,645000.0,3,1.0,2270,4182,1.0,4,7
9468,291500.0,4,2.5,1770,5000,2.0,3,7
9469,350000.0,4,1.75,2250,13515,1.0,4,8
9470,279000.0,3,2.5,1540,7280,1.0,3,7
9471,320000.0,2,1.0,820,5400,1.0,3,6
9472,495000.0,2,2.0,1580,5203,1.0,3,8
9473,490000.0,4,2.5,2430,42646,1.0,3,7
9474,770000.0,5,1.5,2160,5000,1.5,4,8
9475,215000.0,3,1.75,1770,29004,1.0,3,8
9476,665000.0,3,3.5,3580,95832,1.5,3,9
9477,423500.0,3,2.25,1890,7498,1.0,3,7
9478,850000.0,3,3.0,1910,4800,1.5,3,9
9479,155000.0,2,1.0,910,6232,1.0,3,6
9480,505000.0,3,2.25,1460,7210,1.0,3,7
9481,780000.0,3,3.5,3310,5558,2.0,3,9
9482,165000.0,3,1.5,1630,22764,1.0,3,7
9483,707000.0,2,2.5,2130,5001,1.0,5,8
9484,497000.0,3,2.5,1220,1475,3.0,3,8
9485,349170.0,4,1.75,1670,8856,1.0,3,7
9486,287000.0,4,1.5,1300,10050,1.5,3,7
9487,2375000.0,4,2.5,3220,20251,1.0,3,10
9488,645000.0,4,2.5,2430,14400,1.0,5,8
9489,238000.0,5,2.25,2240,9652,2.0,3,7
9490,328000.0,5,2.25,2240,9652,2.0,3,7
9491,365000.0,2,1.5,790,1123,2.0,3,8
9492,380000.0,3,1.0,1380,8147,1.0,4,7
9493,525000.0,4,1.5,1680,10500,2.0,3,7
9494,402000.0,4,2.25,2000,3672,2.0,5,7
9495,308000.0,2,1.0,1680,9250,1.0,3,7
9496,405000.0,3,2.5,1960,6997,2.0,3,7
9497,808000.0,3,1.75,2590,32380,1.0,3,8
9498,875000.0,4,3.5,3790,6874,2.5,3,9
9499,860000.0,3,2.5,2370,55321,3.0,4,8
9500,367500.0,4,2.25,1930,7925,1.0,3,8
9501,604000.0,6,3.5,2580,13572,1.0,3,8
9502,230000.0,2,0.75,890,19703,1.0,3,6
9503,435000.0,4,2.75,2160,8148,1.0,3,7
9504,347500.0,4,2.5,1970,7098,2.0,3,7
9505,525000.0,4,1.75,1570,16697,1.0,3,7
9506,280000.0,2,1.5,1480,15641,1.0,4,7
9507,490000.0,2,1.5,1480,15641,1.0,4,7
9508,265000.0,4,1.75,1430,5490,1.0,5,6
9509,645000.0,4,2.25,2720,18295,1.0,4,8
9510,390000.0,3,2.25,2420,31497,1.0,4,8
9511,267500.0,3,2.5,1400,7629,1.0,3,7
9512,1275000.0,4,3.5,5844,10766,2.0,3,11
9513,404000.0,4,1.75,1840,10720,1.0,3,7
9514,380000.0,3,2.25,2530,12042,2.0,3,8
9515,812500.0,4,2.75,2810,10300,1.0,4,9
9516,265000.0,3,1.0,1020,8610,1.0,5,7
9517,480000.0,5,2.75,2550,7725,1.0,5,8
9518,264000.0,1,1.0,710,4725,1.0,3,6
9519,1350000.0,5,3.0,5530,38816,1.5,3,10
9520,550000.0,4,1.75,2150,9000,1.0,4,7
9521,615000.0,2,1.5,880,2400,1.5,3,7
9522,464000.0,3,1.75,1630,28600,1.0,3,8
9523,365000.0,3,1.0,1380,30940,2.0,3,8
9524,490000.0,4,2.25,2800,10800,1.0,3,8
9525,280927.0,4,2.25,2070,7350,2.0,4,8
9526,282613.0,2,1.0,830,6017,1.0,4,6
9527,675000.0,3,2.25,2770,15886,2.0,3,10
9528,575550.0,4,2.5,2060,7475,1.0,3,8
9529,259900.0,3,2.0,1490,7770,1.0,4,7
9530,450000.0,4,2.25,2120,8267,2.0,3,8
9531,487500.0,4,2.5,2810,6296,2.0,3,9
9532,275000.0,4,2.25,2400,17842,2.0,4,7
9533,305000.0,3,2.5,2460,5027,2.0,3,8
9534,395000.0,3,1.75,2030,217800,1.0,4,8
9535,215000.0,3,1.0,880,7648,1.0,4,6
9536,410000.0,3,2.0,1320,6000,1.5,4,7
9537,440000.0,4,2.5,2160,7826,1.0,4,7
9538,1160000.0,4,3.5,4190,15724,2.0,3,11
9539,500000.0,4,2.0,2280,7200,1.0,4,7
9540,961000.0,5,2.75,2590,6120,2.0,3,8
9541,825000.0,4,2.25,2770,9340,2.0,4,9
9542,734000.0,3,1.75,2145,3840,1.5,5,8
9543,490000.0,4,4.25,4480,5715,2.0,3,7
9544,175000.0,4,2.5,1780,6000,2.0,3,7
9545,190000.0,1,1.0,720,4800,1.0,3,6
9546,305000.0,4,2.25,2050,12581,2.0,4,7
9547,1300000.0,3,1.0,2040,7936,1.0,5,8
9548,417000.0,2,1.0,920,6600,1.0,3,6
9549,275000.0,2,1.0,680,4190,1.0,2,5
9550,661000.0,3,2.5,1940,8196,2.0,3,8
9551,435000.0,4,2.75,2230,9640,1.0,3,8
9552,788000.0,5,2.25,2910,9454,1.0,3,8
9553,1795000.0,5,3.25,5270,17232,2.0,3,10
9554,408000.0,5,3.25,2820,6589,1.5,3,7
9555,570000.0,2,1.0,1790,3760,1.5,4,8
9556,1540000.0,5,3.25,2920,6960,2.0,3,9
9557,400000.0,2,1.0,840,5510,1.0,3,7
9558,247000.0,3,1.75,1820,8740,1.0,4,8
9559,453000.0,3,1.75,1550,7200,1.0,3,7
9560,235000.0,2,1.0,1270,3008,1.0,4,6
9561,675000.0,4,1.75,2460,5750,1.5,5,7
9562,516200.0,3,2.0,2110,5150,1.0,5,6
9563,650000.0,1,1.0,920,91476,1.5,3,6
9564,257100.0,3,1.5,1500,10227,1.0,4,7
9565,457000.0,2,2.0,1440,9985,1.0,3,8
9566,540000.0,3,1.75,1610,3478,1.5,4,7
9567,268000.0,3,1.75,1970,10270,1.0,4,8
9568,300000.0,3,1.0,1150,7314,1.0,3,7
9569,380000.0,2,2.5,2110,114127,1.0,4,8
9570,725000.0,3,2.5,3580,54450,1.5,3,9
9571,249000.0,3,1.0,1000,19204,1.0,3,7
9572,274000.0,5,1.0,1680,9383,1.0,3,7
9573,1780000.0,4,3.25,3950,10912,2.0,3,10
9574,396500.0,3,1.75,2390,7149,1.0,3,8
9575,460000.0,2,1.5,1820,7800,1.0,4,7
9576,277000.0,3,1.0,1100,8536,1.0,4,7
9577,449500.0,6,4.0,2280,5275,1.0,3,7
9578,785950.0,4,3.0,2530,4560,1.5,3,7
9579,545000.0,3,2.5,1940,9775,1.0,3,8
9580,244000.0,3,2.0,1360,9688,1.0,4,7
9581,165000.0,3,2.5,1660,2415,2.0,3,7
9582,435000.0,2,1.0,800,5000,1.0,3,7
9583,642000.0,3,2.5,2670,10082,1.0,3,10
9584,340000.0,3,2.5,1720,4120,2.0,3,7
9585,730000.0,4,2.5,3550,35689,2.0,4,9
9586,563250.0,3,1.75,1370,2800,1.0,5,7
9587,675000.0,5,2.5,2820,67518,2.0,3,8
9588,620000.0,3,1.5,1620,6630,1.0,3,8
9589,275000.0,2,2.0,1290,9041,1.0,3,7
9590,270000.0,3,1.0,1830,8209,1.0,3,7
9591,325000.0,4,2.5,2040,5472,2.0,3,8
9592,476100.0,4,2.5,1850,1836,2.0,3,7
9593,700000.0,2,1.0,1300,12000,1.0,4,8
9594,220000.0,4,2.0,1620,5200,1.5,4,7
9595,236000.0,3,1.75,1560,10919,1.0,3,7
9596,790000.0,3,2.5,2600,4750,1.0,4,9
9597,350000.0,3,1.0,2010,6000,1.0,3,7
9598,130000.0,2,1.0,780,5300,1.0,3,6
9599,283200.0,4,2.5,1982,6406,2.0,3,8
9600,273000.0,3,1.0,1500,6250,1.0,3,6
9601,599000.0,5,2.25,2460,8710,1.0,4,8
9602,460000.0,4,2.5,2680,11998,1.0,3,8
9603,1157200.0,4,4.25,5860,52889,2.0,4,10
9604,385000.0,4,1.75,1720,8750,1.0,3,7
9605,264250.0,3,1.0,1420,7420,1.5,3,6
9606,608000.0,3,2.5,1760,1472,3.0,3,8
9607,450000.0,3,2.5,2790,48994,2.0,4,9
9608,1755000.0,3,2.0,2360,4800,2.0,3,9
9609,339950.0,5,2.0,1890,6050,2.0,4,7
9610,760000.0,6,3.75,3810,6150,2.0,4,8
9611,350000.0,2,1.0,1160,5395,1.0,3,7
9612,541500.0,3,1.75,2320,55847,1.0,4,8
9613,730000.0,6,2.75,3280,16449,1.0,4,7
9614,215000.0,3,1.0,980,5600,1.0,2,6
9615,420000.0,3,2.0,1640,9972,1.0,4,7
9616,655000.0,4,2.25,2060,8470,1.0,3,8
9617,240000.0,3,2.5,1500,10652,2.0,4,7
9618,730000.0,4,2.0,2360,6000,1.0,5,7
9619,390000.0,4,1.5,1940,12100,1.0,3,7
9620,473000.0,3,1.0,1280,10000,1.0,4,7
9621,698000.0,4,3.5,3630,5670,2.0,3,10
9622,511000.0,3,2.5,1820,4883,2.0,3,9
9623,358000.0,2,1.5,960,1808,2.0,3,7
9624,499990.0,3,1.75,1630,8400,1.0,4,7
9625,322000.0,4,2.25,1940,10200,1.0,3,7
9626,201000.0,3,1.0,980,9682,1.0,3,7
9627,765000.0,4,2.5,3140,16200,1.0,3,9
9628,920000.0,4,2.75,2880,5750,1.5,5,9
9629,360000.0,4,2.0,1650,7552,1.0,4,7
9630,297300.0,3,1.75,1980,9220,2.0,3,8
9631,399000.0,3,1.0,860,9403,1.0,4,6
9632,400000.0,3,1.0,1430,10005,1.5,4,7
9633,230000.0,3,1.75,1260,10164,1.0,4,6
9634,290000.0,3,1.0,960,4560,1.0,4,7
9635,323800.0,3,2.5,2060,7658,2.0,3,8
9636,574500.0,4,1.5,1430,6380,1.5,4,9
9637,505000.0,3,2.25,1670,1596,2.0,3,8
9638,372500.0,2,1.0,880,10950,1.0,4,7
9639,425000.0,3,1.5,1300,19163,1.0,3,7
9640,446250.0,3,2.5,2380,214315,1.5,3,9
9641,330000.0,2,0.75,520,6862,1.0,4,4
9642,608095.0,3,2.5,2680,17707,2.0,3,9
9643,550000.0,3,2.5,2140,10136,1.0,3,8
9644,265000.0,4,2.5,1820,16103,2.0,3,7
9645,399888.0,4,2.25,1820,8255,1.5,4,7
9646,430000.0,2,1.0,1050,2570,1.0,5,7
9647,554990.0,3,2.5,2100,6092,2.0,3,8
9648,359950.0,3,2.5,2210,6280,2.0,3,8
9649,405000.0,2,1.0,860,2599,1.0,4,6
9650,280000.0,2,1.0,870,4025,1.0,3,7
9651,479950.0,4,2.25,2570,11070,2.0,4,8
9652,575000.0,5,1.75,2980,53578,1.0,4,9
9653,392000.0,4,2.25,2360,7733,2.0,3,8
9654,760500.0,4,2.25,2310,36136,2.0,4,9
9655,435000.0,3,2.5,2300,9521,2.0,3,8
9656,1565000.0,4,2.75,2810,8570,2.0,3,10
9657,261000.0,4,1.5,2040,10488,1.0,3,7
9658,1482500.0,3,2.25,3290,5000,2.0,3,9
9659,853800.0,7,4.0,2960,2665,2.0,3,9
9660,657500.0,3,2.5,2670,10496,2.0,3,9
9661,331950.0,4,2.5,2530,9933,2.0,3,8
9662,514000.0,3,1.75,1720,5899,1.0,3,8
9663,496000.0,3,3.5,3090,27598,2.0,4,9
9664,1093000.0,4,2.5,3930,21894,2.0,3,11
9665,195700.0,3,1.0,1120,5200,1.0,5,7
9666,1395710.0,4,2.25,3960,8640,2.0,3,9
9667,1175000.0,4,3.25,4060,20822,2.0,3,10
9668,643403.0,3,2.5,2350,9648,1.0,4,9
9669,357000.0,4,2.5,2380,7066,2.0,4,7
9670,865000.0,3,1.75,1480,8163,1.0,3,7
9671,905000.0,3,2.5,2930,9280,2.0,4,10
9672,265000.0,3,1.5,1290,7100,1.0,3,6
9673,535000.0,2,2.5,2730,7246,2.0,3,9
9674,450000.0,3,1.0,1290,5440,1.0,4,6
9675,460500.0,4,2.5,2170,7533,2.0,3,8
9676,315000.0,4,1.75,1850,8580,1.0,3,7
9677,607500.0,4,2.5,2110,13939,1.0,3,8
9678,432000.0,2,1.0,960,3235,1.0,4,7
9679,1695000.0,3,4.0,3910,5350,2.0,5,10
9680,479000.0,4,2.5,2590,6139,2.0,3,8
9681,475000.0,5,2.75,3080,6600,2.0,3,9
9682,415000.0,3,1.0,1630,8146,1.0,3,7
9683,450000.0,2,1.0,910,5000,1.0,4,6
9684,1140000.0,3,2.5,2780,33503,1.5,4,8
9685,430000.0,5,3.0,3880,8432,2.0,3,7
9686,296000.0,3,1.75,1360,10742,1.0,5,7
9687,303000.0,4,2.25,2560,8927,1.0,3,7
9688,641000.0,4,2.5,2600,6015,2.0,3,8
9689,280000.0,3,2.25,1220,5739,1.0,3,7
9690,260750.0,3,2.0,1560,9635,1.0,3,7
9691,601000.0,4,2.5,2080,5191,2.0,3,8
9692,255000.0,3,1.5,1490,6604,1.0,4,6
9693,555000.0,4,2.75,2020,10720,1.0,4,8
9694,865000.0,3,1.5,1530,10827,1.0,4,8
9695,1388000.0,4,2.5,3450,17400,1.5,4,9
9696,315000.0,3,2.25,1400,31626,1.0,2,7
9697,200000.0,2,1.0,1730,9610,1.0,3,7
9698,357000.0,3,1.0,1370,6450,1.0,3,7
9699,390000.0,2,1.5,1050,934,2.0,3,8
9700,462000.0,5,1.75,2840,10220,1.0,4,7
9701,174500.0,2,1.0,1010,5200,1.0,3,7
9702,305000.0,2,1.0,1210,7140,1.5,3,6
9703,449000.0,5,1.75,1720,14040,1.0,4,8
9704,260000.0,3,2.0,2710,5000,2.0,3,6
9705,751000.0,4,2.5,3110,6142,2.0,3,9
9706,370037.0,2,1.0,1250,9270,1.0,4,7
9707,229950.0,3,1.75,1900,8910,2.0,4,7
9708,349000.0,3,1.75,1740,7682,1.0,3,8
9709,348000.0,4,2.5,2070,3808,2.0,3,8
9710,1220000.0,3,3.25,3030,5600,2.0,3,9
9711,510000.0,4,3.0,3610,18948,2.0,3,10
9712,265000.0,3,1.5,1520,6805,1.0,4,7
9713,1250000.0,3,2.75,2780,4815,3.0,3,10
9714,937500.0,4,4.0,5545,871200,2.0,3,11
9715,485000.0,3,1.75,2590,8384,1.0,4,8
9716,489000.0,4,1.0,1150,5217,1.5,3,7
9717,400000.0,2,1.0,920,5120,1.0,5,7
9718,638000.0,3,2.5,2110,3600,2.0,3,9
9719,440000.0,3,1.75,1170,8740,1.0,4,7
9720,305000.0,6,2.0,1900,8240,1.0,2,7
9721,649950.0,6,2.0,1900,8240,1.0,2,7
9722,680000.0,4,2.5,3290,6012,2.0,3,9
9723,629000.0,4,2.5,2660,22050,2.0,3,9
9724,555000.0,3,2.5,2160,7584,2.0,3,8
9725,669000.0,4,2.75,2700,35362,2.0,5,8
9726,272000.0,3,2.5,1980,6608,2.0,3,8
9727,270000.0,4,2.25,2600,9900,1.0,3,7
9728,215000.0,3,1.0,1280,9775,1.0,3,6
9729,690000.0,3,1.5,1710,17707,1.0,4,7
9730,256000.0,4,1.75,1270,6825,1.0,3,7
9731,255000.0,3,2.25,1890,7314,1.0,3,7
9732,550000.0,7,4.0,3440,8100,2.0,3,7
9733,410000.0,3,1.0,1190,5280,1.0,4,7
9734,410000.0,2,1.0,1030,4366,1.0,3,7
9735,259000.0,3,1.75,1240,4000,1.0,3,7
9736,292000.0,3,1.0,1730,21183,1.0,3,7
9737,1648000.0,4,3.5,4610,12500,2.0,3,11
9738,518000.0,5,1.0,1590,5000,1.5,3,7
9739,485000.0,3,2.5,1760,3097,2.0,3,8
9740,259500.0,3,2.0,1330,35060,1.0,3,7
9741,354000.0,4,2.5,2340,5420,2.0,3,8
9742,999950.0,3,2.25,3740,22464,2.0,5,8
9743,464500.0,3,1.75,1150,10466,1.0,5,7
9744,300000.0,3,2.5,1750,4200,2.0,3,7
9745,1080000.0,3,2.75,3890,7216,2.0,3,8
9746,309950.0,4,2.5,1770,6666,2.0,3,7
9747,315000.0,3,1.0,1160,3700,1.5,3,7
9748,499950.0,3,1.0,1440,5580,1.5,3,7
9749,780000.0,4,2.0,2600,4800,1.0,3,8
9750,885000.0,3,3.25,2640,16090,1.0,4,8
9751,500000.0,2,1.0,1010,3885,1.5,4,7
9752,329000.0,3,2.0,1840,6755,1.0,3,8
9753,246000.0,4,1.75,1720,7455,1.0,4,7
9754,405000.0,3,1.5,1280,9600,1.0,4,7
9755,349000.0,4,1.75,1700,7800,1.0,5,7
9756,374950.0,4,2.5,1980,12062,2.0,3,8
9757,306000.0,3,2.0,1160,7217,1.0,3,7
9758,416000.0,4,1.75,1980,7840,1.0,4,7
9759,560000.0,3,2.5,1960,12476,2.0,4,8
9760,260000.0,3,1.5,1270,20700,1.0,2,7
9761,306500.0,3,2.25,2060,38377,1.0,4,8
9762,299950.0,3,1.75,1980,11274,1.0,4,7
9763,265500.0,3,2.5,1450,8977,1.0,3,8
9764,219000.0,3,1.5,1200,12000,1.0,3,7
9765,365000.0,3,1.75,1830,17349,1.0,3,8
9766,499000.0,3,2.0,2090,42689,1.5,3,7
9767,366000.0,3,1.75,1510,8301,1.0,3,7
9768,514950.0,3,2.25,1310,1264,3.0,3,8
9769,875000.0,4,2.75,3790,10669,2.0,3,10
9770,831000.0,3,2.25,2240,8800,1.0,5,8
9771,689900.0,4,3.25,2740,7266,2.0,3,9
9772,315000.0,3,2.5,1660,10763,2.0,3,7
9773,355000.0,0,0.0,2460,8049,2.0,3,8
9774,336500.0,3,1.0,1480,7284,1.0,3,7
9775,1100000.0,3,2.75,2640,4050,1.5,5,8
9776,375000.0,6,2.0,1900,8057,1.0,4,7
9777,289275.0,3,2.0,2860,24046,1.0,3,9
9778,455000.0,4,3.5,3440,6000,2.0,4,8
9779,505000.0,3,1.75,1640,10695,1.0,3,8
9780,450000.0,3,1.0,1450,3350,1.5,4,7
9781,567500.0,3,2.5,2300,7398,2.0,3,8
9782,265000.0,3,1.5,1460,8505,1.0,4,7
9783,340000.0,3,2.0,1570,14992,1.0,3,8
9784,375000.0,3,2.0,1540,8885,1.5,5,6
9785,920000.0,6,3.0,3300,4218,2.0,3,8
9786,850000.0,4,2.25,2130,11843,2.0,4,9
9787,202000.0,3,1.0,1010,9750,1.0,5,7
9788,725000.0,4,3.0,2420,12000,1.0,3,9
9789,900000.0,3,3.25,3870,33980,2.0,3,10
9790,680200.0,2,1.5,1960,6000,1.0,3,8
9791,216500.0,3,1.0,1170,9000,1.0,4,6
9792,325000.0,3,1.5,1890,7650,1.0,5,7
9793,675000.0,3,2.5,2250,4134,2.0,3,9
9794,435000.0,2,0.75,750,16321,1.0,3,4
9795,263500.0,3,1.75,1610,14000,1.0,4,7
9796,550000.0,4,2.25,2590,36256,2.0,3,8
9797,875000.0,3,2.5,2520,3750,2.0,4,9
9798,246600.0,4,1.0,1340,8400,1.0,5,7
9799,337000.0,3,2.25,1460,941,3.0,3,8
9800,240000.0,3,1.75,1380,7500,1.0,3,7
9801,490000.0,3,1.75,1510,11120,1.0,4,8
9802,510000.0,5,2.5,2510,83231,1.0,4,7
9803,305000.0,3,1.0,910,8008,1.0,3,7
9804,350000.0,3,2.5,1970,3655,2.0,3,7
9805,284200.0,3,1.75,1540,6632,1.0,3,7
9806,357000.0,4,2.5,1980,9757,2.0,5,7
9807,854000.0,4,2.75,3150,38865,1.0,3,10
9808,1175000.0,4,2.5,4700,49658,2.0,3,10
9809,1000000.0,3,2.25,2300,15952,1.0,4,8
9810,616500.0,4,2.25,1880,3000,2.0,3,8
9811,750000.0,4,2.75,2640,3750,2.0,5,7
9812,650000.0,6,4.5,3900,9100,2.0,3,8
9813,275000.0,4,2.25,2670,10050,1.0,4,8
9814,540000.0,4,1.75,1840,4280,1.0,4,7
9815,225000.0,3,1.0,1120,10665,1.0,4,6
9816,845000.0,4,2.5,2970,9072,2.0,3,10
9817,490000.0,3,2.25,1410,7740,1.0,5,6
9818,753000.0,4,2.5,3060,8167,2.0,3,9
9819,475000.0,3,1.75,2490,7210,1.0,3,7
